
[00:00:00.000 --> 00:00:00.120]  
[00:00:00.120 --> 00:00:00.850]   Good
[00:08:27.070 --> 00:08:27.690]   or
[00:08:27.690 --> 00:08:28.150]   whether
[00:08:28.150 --> 00:08:28.290]   I
[00:08:28.290 --> 00:08:28.450]  'm
[00:08:28.450 --> 00:08:28.650]   at
[00:08:28.650 --> 00:08:28.850]   my
[00:08:28.850 --> 00:08:29.260]   kids
[00:08:29.260 --> 00:08:29.510]   games
[00:08:29.510 --> 00:08:31.110]  ."
[00:08:31.110 --> 00:08:31.170]   But
[00:08:31.170 --> 00:08:31.810]  ,
[00:08:31.810 --> 00:08:32.030]   let
[00:08:32.030 --> 00:08:32.060]  's
[00:08:32.060 --> 00:08:32.160]   be
[00:08:32.160 --> 00:08:32.360]   honest
[00:08:32.360 --> 00:08:32.600]  ,
[00:08:32.600 --> 00:08:33.410]   it
[00:08:33.410 --> 00:08:33.730]  's
[00:08:33.730 --> 00:08:33.880]   been
[00:08:33.880 --> 00:08:33.920]   a
[00:08:33.920 --> 00:08:34.740]   minute
[00:08:34.740 --> 00:08:35.110]   since
[00:08:35.110 --> 00:08:35.430]   Joe
[00:08:35.430 --> 00:08:36.010]   Biden
[00:08:36.010 --> 00:08:36.860]   pumped
[00:08:36.860 --> 00:08:36.940]   gas
[00:08:36.940 --> 00:08:37.150]  ,
[00:08:37.150 --> 00:08:37.470]   ran
[00:08:37.470 --> 00:08:37.680]   a
[00:08:37.680 --> 00:08:37.980]   car
[00:08:37.980 --> 00:08:38.410]  pool
[00:08:38.410 --> 00:08:38.540]  ,
[00:08:38.540 --> 00:08:38.760]   or
[00:08:38.760 --> 00:08:39.190]   even
[00:08:39.190 --> 00:08:39.840]   pushed
[00:08:39.840 --> 00:08:39.950]   a
[00:08:39.950 --> 00:08:40.840]   grocery
[00:08:40.840 --> 00:08:40.840]  
[00:08:40.840 --> 00:08:41.380]   guard
[00:08:41.380 --> 00:08:42.150]  .
[00:08:42.150 --> 00:08:42.680]   Meanwhile
[00:08:42.680 --> 00:08:42.890]  ,
[00:08:42.890 --> 00:08:43.300]   the
[00:08:43.300 --> 00:08:43.660]   rest
[00:08:43.660 --> 00:08:43.880]   of
[00:08:43.880 --> 00:08:44.100]   us
[00:08:44.100 --> 00:08:44.570]   see
[00:08:44.570 --> 00:08:44.760]   our
[00:08:44.760 --> 00:08:45.410]   dollar
[00:08:45.410 --> 00:08:45.730]   and
[00:08:45.730 --> 00:08:46.130]   we
[00:08:46.130 --> 00:08:46.400]   know
[00:08:46.400 --> 00:08:46.620]   it
[00:08:46.620 --> 00:08:47.240]   doesn
[00:08:47.240 --> 00:08:47.370]  't
[00:08:47.370 --> 00:08:47.610]   go
[00:08:47.610 --> 00:08:47.880]   as
[00:08:47.880 --> 00:08:48.160]   far
[00:08:48.160 --> 00:08:48.200]  .
[00:08:48.200 --> 00:08:48.790]   We
[00:08:48.790 --> 00:08:49.000]   see
[00:08:49.000 --> 00:08:49.310]   it
[00:08:49.310 --> 00:08:50.060]   every
[00:08:50.060 --> 00:08:50.590]   day
[00:08:50.590 --> 00:08:51.390]  .
[00:08:51.390 --> 00:08:51.540]   And
[00:08:51.540 --> 00:08:52.610]   despite
[00:08:52.610 --> 00:08:53.400]   what
[00:08:53.400 --> 00:08:53.550]   he
[00:08:53.550 --> 00:08:54.320]   tells
[00:08:54.320 --> 00:08:54.770]   you
[00:08:54.770 --> 00:08:55.910]  ,
[00:08:55.910 --> 00:08:56.040]   our
[00:08:56.040 --> 00:08:56.630]   communities
[00:08:56.630 --> 00:08:57.270]   are
[00:08:57.270 --> 00:08:58.750]   not
[00:08:58.750 --> 00:08:59.140]   safer
[00:08:59.140 --> 00:08:59.680]  .
[00:08:59.680 --> 00:09:00.580]   For
[00:09:00.580 --> 00:09:00.770]   years
[00:09:00.770 --> 00:09:01.030]  ,
[00:09:01.030 --> 00:09:01.690]   the
[00:09:01.690 --> 00:09:01.990]   left
[00:09:01.990 --> 00:09:02.420]   has
[00:09:02.420 --> 00:09:02.550]   c
[00:09:02.550 --> 00:09:02.930]  odd
[00:09:02.930 --> 00:09:03.390]  led
[00:09:03.390 --> 00:09:04.990]   criminals
[00:09:04.990 --> 00:09:05.060]   and
[00:09:05.060 --> 00:09:05.810]   defund
[00:09:05.810 --> 00:09:06.080]  ed
[00:09:06.080 --> 00:09:06.480]   the
[00:09:06.480 --> 00:09:07.170]   police
[00:09:07.170 --> 00:09:07.840]  .
[00:09:07.840 --> 00:09:07.880]   All
[00:09:07.880 --> 00:09:08.440]   while
[00:09:08.440 --> 00:09:08.440]  
[00:09:08.440 --> 00:09:09.260]   letting
[00:09:09.260 --> 00:09:09.690]   repeat
[00:09:09.690 --> 00:09:10.450]   offenders
[00:09:10.450 --> 00:09:10.960]   walk
[00:09:10.960 --> 00:09:11.170]   free
[00:09:11.170 --> 00:09:11.360]  .
[00:09:11.360 --> 00:09:12.470]   The
[00:09:12.470 --> 00:09:12.820]   result
[00:09:12.820 --> 00:09:13.120]   is
[00:09:13.120 --> 00:09:14.310]   tragic
[00:09:14.310 --> 00:09:14.480]   but
[00:09:14.480 --> 00:09:15.310]   foreseeable
[00:09:15.310 --> 00:09:16.510]  .
[00:09:16.510 --> 00:09:16.600]   From
[00:09:16.600 --> 00:09:16.860]   our
[00:09:16.860 --> 00:09:17.190]   small
[00:09:17.190 --> 00:09:17.560]   towns
[00:09:17.560 --> 00:09:17.710]   to
[00:09:17.710 --> 00:09:18.230]   America
[00:09:18.230 --> 00:09:18.370]  's
[00:09:18.370 --> 00:09:18.710]   most
[00:09:18.710 --> 00:09:19.100]   iconic
[00:09:19.100 --> 00:09:19.390]   city
[00:09:19.390 --> 00:09:19.950]   streets
[00:09:19.950 --> 00:09:20.630]  ,
[00:09:20.630 --> 00:09:20.900]   life
[00:09:20.900 --> 00:09:21.290]   is
[00:09:21.290 --> 00:09:22.680]   getting
[00:09:22.680 --> 00:09:22.960]   more
[00:09:22.960 --> 00:09:23.240]   and
[00:09:23.240 --> 00:09:23.640]   more
[00:09:23.640 --> 00:09:24.240]   dangerous
[00:09:24.240 --> 00:09:24.820]  .
[00:09:24.820 --> 00:09:26.240]   And
[00:09:26.240 --> 00:09:26.410]   unfortunately
[00:09:26.410 --> 00:09:26.620]  ,
[00:09:26.620 --> 00:09:27.490]   President
[00:09:27.490 --> 00:09:27.990]   Biden
[00:09:27.990 --> 00:09:28.240]  's
[00:09:28.240 --> 00:09:28.800]   weakness
[00:09:28.800 --> 00:09:29.300]   isn
[00:09:29.300 --> 00:09:29.640]  't
[00:09:29.640 --> 00:09:30.040]   just
[00:09:30.040 --> 00:09:30.640]   hurting
[00:09:30.640 --> 00:09:31.320]   families
[00:09:31.320 --> 00:09:31.710]   here
[00:09:31.710 --> 00:09:31.840]   at
[00:09:31.840 --> 00:09:31.950]   home
[00:09:31.950 --> 00:09:32.530]  .
[00:09:32.530 --> 00:09:32.770]   He
[00:09:32.770 --> 00:09:32.780]   is
[00:09:32.780 --> 00:09:33.360]   making
[00:09:33.360 --> 00:09:33.450]   us
[00:09:33.450 --> 00:09:33.530]   a
[00:09:33.530 --> 00:09:33.980]   punch
[00:09:33.980 --> 00:09:34.300]  line
[00:09:34.300 --> 00:09:34.470]   on
[00:09:34.470 --> 00:09:34.800]   the
[00:09:34.800 --> 00:09:35.080]   world
[00:09:35.080 --> 00:09:35.590]   stage
[00:09:35.590 --> 00:09:35.920]  .
[00:09:35.920 --> 00:09:35.920]  
[00:09:35.920 --> 00:09:36.520]   Look
[00:09:36.520 --> 00:09:36.770]  ,
[00:09:36.770 --> 00:09:37.210]   where
[00:09:37.210 --> 00:09:37.270]   I
[00:09:37.270 --> 00:09:37.570]  'm
[00:09:37.570 --> 00:09:37.940]   from
[00:09:37.940 --> 00:09:38.320]  ,
[00:09:38.320 --> 00:09:38.610]   your
[00:09:38.610 --> 00:09:39.050]   word
[00:09:39.050 --> 00:09:39.410]   is
[00:09:39.410 --> 00:09:39.730]   your
[00:09:39.730 --> 00:09:40.130]   bond
[00:09:40.130 --> 00:09:40.460]  .
[00:09:40.460 --> 00:09:41.010]   But
[00:09:41.010 --> 00:09:41.100]   for
[00:09:41.100 --> 00:09:41.520]   three
[00:09:41.520 --> 00:09:41.940]   years
[00:09:41.940 --> 00:09:42.120]  ,
[00:09:42.120 --> 00:09:42.500]   the
[00:09:42.500 --> 00:09:42.960]   president
[00:09:42.960 --> 00:09:43.380]   hasn
[00:09:43.380 --> 00:09:43.570]  't
[00:09:43.570 --> 00:09:44.810]   demonstrated
[00:09:44.810 --> 00:09:45.180]   that
[00:09:45.180 --> 00:09:46.140]   America
[00:09:46.140 --> 00:09:46.160]  's
[00:09:46.160 --> 00:09:46.880]   word
[00:09:46.880 --> 00:09:47.070]   doesn
[00:09:47.070 --> 00:09:47.270]  't
[00:09:47.270 --> 00:09:47.680]   mean
[00:09:47.680 --> 00:09:48.120]   what
[00:09:48.120 --> 00:09:48.290]   it
[00:09:48.290 --> 00:09:48.410]   used
[00:09:48.410 --> 00:09:48.900]   to
[00:09:48.900 --> 00:09:50.160]  .
[00:09:50.160 --> 00:09:50.400]   From
[00:09:50.400 --> 00:09:51.580]   abandoning
[00:09:51.580 --> 00:09:51.920]   our
[00:09:51.920 --> 00:09:52.780]   allies
[00:09:52.780 --> 00:09:52.870]   in
[00:09:52.870 --> 00:09:53.220]   his
[00:09:53.220 --> 00:09:54.400]   disastrous
[00:09:54.400 --> 00:09:55.580]   withdrawal
[00:09:55.580 --> 00:09:56.040]   from
[00:09:56.040 --> 00:09:57.040]   Afghanistan
[00:09:57.040 --> 00:09:57.820]  ,
[00:09:57.820 --> 00:09:57.920]   to
[00:09:57.920 --> 00:09:57.920]  
[00:09:57.920 --> 00:09:59.400]   desperately
[00:09:59.400 --> 00:10:00.280]   pushing
[00:10:00.280 --> 00:10:01.240]   another
[00:10:01.240 --> 00:10:02.380]   dangerous
[00:10:02.380 --> 00:10:02.660]   deal
[00:10:02.660 --> 00:10:03.420]   with
[00:10:03.420 --> 00:10:03.940]   Iran
[00:10:03.940 --> 00:10:05.130]  .
[00:10:05.130 --> 00:10:05.360]   President
[00:10:05.360 --> 00:10:05.840]   Biden
[00:10:05.840 --> 00:10:06.440]   has
[00:10:06.440 --> 00:10:07.640]   failed
[00:10:07.640 --> 00:10:08.240]  .
[00:10:08.240 --> 00:10:08.510]   We
[00:10:08.510 --> 00:10:09.060]  've
[00:10:09.060 --> 00:10:09.740]   become
[00:10:09.740 --> 00:10:09.870]   a
[00:10:09.870 --> 00:10:10.690]   nation
[00:10:10.690 --> 00:10:11.040]   in
[00:10:11.040 --> 00:10:11.910]   retreat
[00:10:11.910 --> 00:10:12.330]   and
[00:10:12.330 --> 00:10:13.330]   the
[00:10:13.330 --> 00:10:13.730]   enemies
[00:10:13.730 --> 00:10:13.970]   of
[00:10:13.970 --> 00:10:14.930]   freedom
[00:10:14.930 --> 00:10:15.830]  ,
[00:10:15.830 --> 00:10:15.960]   they
[00:10:15.960 --> 00:10:16.480]   see
[00:10:16.480 --> 00:10:16.840]   an
[00:10:16.840 --> 00:10:17.990]   opportunity
[00:10:17.990 --> 00:10:18.650]  .
[00:10:18.650 --> 00:10:19.300]   Putin
[00:10:19.300 --> 00:10:19.740]  's
[00:10:19.740 --> 00:10:20.360]   brutal
[00:10:20.360 --> 00:10:21.640]   aggression
[00:10:21.640 --> 00:10:21.890]   in
[00:10:21.890 --> 00:10:22.670]   Europe
[00:10:22.670 --> 00:10:23.060]   has
[00:10:23.060 --> 00:10:23.480]   put
[00:10:23.480 --> 00:10:23.760]   our
[00:10:23.760 --> 00:10:24.400]   allies
[00:10:24.400 --> 00:10:24.560]   on
[00:10:24.560 --> 00:10:24.760]   the
[00:10:24.760 --> 00:10:24.960]   brink
[00:10:24.960 --> 00:10:25.080]  .
[00:10:25.080 --> 00:10:25.080]  
[00:10:25.080 --> 00:10:25.490]   Iran
[00:10:25.490 --> 00:10:25.980]  's
[00:10:25.980 --> 00:10:26.650]   terrorist
[00:10:26.650 --> 00:10:27.430]   proxies
[00:10:27.430 --> 00:10:28.030]   have
[00:10:28.030 --> 00:10:29.080]   slaughtered
[00:10:29.080 --> 00:10:29.720]   Israeli
[00:10:29.720 --> 00:10:30.360]   Jews
[00:10:30.360 --> 00:10:30.840]   and
[00:10:30.840 --> 00:10:31.680]   American
[00:10:31.680 --> 00:10:32.240]   citizens
[00:10:32.240 --> 00:10:32.800]  .
[00:10:32.800 --> 00:10:33.100]   They
[00:10:33.100 --> 00:10:33.700]  've
[00:10:33.700 --> 00:10:33.920]   targeted
[00:10:33.920 --> 00:10:34.750]   commercial
[00:10:34.750 --> 00:10:35.270]   shipping
[00:10:35.270 --> 00:10:35.390]   and
[00:10:35.390 --> 00:10:35.860]   they
[00:10:35.860 --> 00:10:36.330]  've
[00:10:36.330 --> 00:10:36.830]   attacked
[00:10:36.830 --> 00:10:37.090]   our
[00:10:37.090 --> 00:10:38.080]   troops
[00:10:38.080 --> 00:10:38.400]   nearly
[00:10:38.400 --> 00:10:39.400]   200
[00:10:39.400 --> 00:10:39.950]   times
[00:10:39.950 --> 00:10:40.510]   since
[00:10:40.510 --> 00:10:41.210]   October
[00:10:41.210 --> 00:10:41.800]  ,
[00:10:41.800 --> 00:10:42.340]   killing
[00:10:42.340 --> 00:10:43.040]   three
[00:10:43.040 --> 00:10:43.050]   US
[00:10:43.050 --> 00:10:43.940]   soldiers
[00:10:43.940 --> 00:10:44.270]   and
[00:10:44.270 --> 00:10:44.820]   two
[00:10:44.820 --> 00:10:45.100]   Navy
[00:10:45.100 --> 00:10:45.970]   SEAL
[00:10:45.970 --> 00:10:46.210]  s
[00:10:46.210 --> 00:10:47.710]  .
[00:10:47.710 --> 00:10:48.120]   Meanwhile
[00:10:48.120 --> 00:10:48.120]  ,
[00:10:48.120 --> 00:10:48.120]  
[00:10:48.120 --> 00:10:48.990]   the
[00:10:48.990 --> 00:10:49.190]   Chinese
[00:10:49.190 --> 00:10:50.150]   Communist
[00:10:50.150 --> 00:10:50.550]   Party
[00:10:50.550 --> 00:10:50.920]   is
[00:10:50.920 --> 00:10:51.520]   under
[00:10:51.520 --> 00:10:52.140]  cutting
[00:10:52.140 --> 00:10:52.880]   America
[00:10:52.880 --> 00:10:53.070]  's
[00:10:53.070 --> 00:10:53.820]   workers
[00:10:53.820 --> 00:10:54.900]  .
[00:10:54.900 --> 00:10:55.240]   China
[00:10:55.240 --> 00:10:55.480]   is
[00:10:55.480 --> 00:10:56.040]   buying
[00:10:56.040 --> 00:10:56.280]   up
[00:10:56.280 --> 00:10:56.530]   our
[00:10:56.530 --> 00:10:57.210]   farmland
[00:10:57.210 --> 00:10:57.370]  ,
[00:10:57.370 --> 00:10:58.040]   spying
[00:10:58.040 --> 00:10:58.080]   on
[00:10:58.080 --> 00:10:58.370]   our
[00:10:58.370 --> 00:10:58.990]   military
[00:10:58.990 --> 00:11:00.070]   installations
[00:11:00.070 --> 00:11:00.620]   and
[00:11:00.620 --> 00:11:01.130]   spreading
[00:11:01.130 --> 00:11:01.960]   propaganda
[00:11:01.960 --> 00:11:02.640]   through
[00:11:02.640 --> 00:11:02.960]   the
[00:11:02.960 --> 00:11:03.410]   likes
[00:11:03.410 --> 00:11:03.530]   of
[00:11:03.530 --> 00:11:03.890]   Tik
[00:11:03.890 --> 00:11:04.190]  Tok
[00:11:04.190 --> 00:11:05.100]  .
[00:11:05.100 --> 00:11:05.110]   You
[00:11:05.110 --> 00:11:06.050]   see
[00:11:06.050 --> 00:11:06.060]  ,
[00:11:06.060 --> 00:11:06.650]   the
[00:11:06.650 --> 00:11:07.220]   CCP
[00:11:07.220 --> 00:11:08.920]   knows
[00:11:08.920 --> 00:11:08.970]   that
[00:11:08.970 --> 00:11:09.360]   if
[00:11:09.360 --> 00:11:09.800]   it
[00:11:09.800 --> 00:11:10.500]   conqu
[00:11:10.500 --> 00:11:10.980]  ers
[00:11:10.980 --> 00:11:11.360]   the
[00:11:11.360 --> 00:11:11.360]  
[00:11:11.360 --> 00:11:12.270]   minds
[00:11:12.270 --> 00:11:12.630]   of
[00:11:12.630 --> 00:11:13.200]   our
[00:11:13.200 --> 00:11:13.910]   next
[00:11:13.910 --> 00:11:15.960]   generation
[00:11:15.960 --> 00:11:16.100]  ,
[00:11:16.100 --> 00:11:16.730]   it
[00:11:16.730 --> 00:11:17.380]   conqu
[00:11:17.380 --> 00:11:17.910]  ers
[00:11:17.910 --> 00:11:19.100]   America
[00:11:19.100 --> 00:11:19.800]  .
[00:11:19.800 --> 00:11:20.510]   And
[00:11:20.510 --> 00:11:20.710]   what
[00:11:20.710 --> 00:11:21.240]   does
[00:11:21.240 --> 00:11:21.800]   President
[00:11:21.800 --> 00:11:22.160]   Biden
[00:11:22.160 --> 00:11:22.600]   do
[00:11:22.600 --> 00:11:22.720]  ?
[00:11:22.720 --> 00:11:23.290]   Well
[00:11:23.290 --> 00:11:23.390]  ,
[00:11:23.390 --> 00:11:23.540]   he
[00:11:23.540 --> 00:11:24.080]   bans
[00:11:24.080 --> 00:11:24.570]   Tik
[00:11:24.570 --> 00:11:24.740]  Tok
[00:11:24.740 --> 00:11:25.120]   for
[00:11:25.120 --> 00:11:26.210]   government
[00:11:26.210 --> 00:11:27.220]   employees
[00:11:27.220 --> 00:11:27.620]  ,
[00:11:27.620 --> 00:11:27.800]   but
[00:11:27.800 --> 00:11:28.820]   creates
[00:11:28.820 --> 00:11:29.120]   an
[00:11:29.120 --> 00:11:29.600]   account
[00:11:29.600 --> 00:11:29.960]   for
[00:11:29.960 --> 00:11:30.270]   his
[00:11:30.270 --> 00:11:30.580]   own
[00:11:30.580 --> 00:11:31.760]   campaign
[00:11:31.760 --> 00:11:31.830]  .
[00:11:31.830 --> 00:11:31.850]   Y
[00:11:31.850 --> 00:11:31.940]  '
[00:11:31.940 --> 00:11:32.230]  all
[00:11:32.230 --> 00:11:32.410]  ,
[00:11:32.410 --> 00:11:32.790]   you
[00:11:32.790 --> 00:11:32.970]   can
[00:11:32.970 --> 00:11:33.160]  't
[00:11:33.160 --> 00:11:33.540]   make
[00:11:33.540 --> 00:11:33.920]   this
[00:11:33.920 --> 00:11:34.170]   stuff
[00:11:34.170 --> 00:11:34.580]   up
[00:11:34.580 --> 00:11:34.920]  .
[00:11:34.920 --> 00:11:35.740]   Look
[00:11:35.740 --> 00:11:36.040]  ,
[00:11:36.040 --> 00:11:36.840]   we
[00:11:36.840 --> 00:11:36.970]   all
[00:11:36.970 --> 00:11:38.120]   recall
[00:11:38.120 --> 00:11:38.400]   when
[00:11:38.400 --> 00:11:38.400]  
[00:11:38.400 --> 00:11:39.400]   presidents
[00:11:39.400 --> 00:11:39.680]   faced
[00:11:39.680 --> 00:11:40.300]   national
[00:11:40.300 --> 00:11:40.980]   security
[00:11:40.980 --> 00:11:41.560]   threats
[00:11:41.560 --> 00:11:41.890]   with
[00:11:41.890 --> 00:11:42.650]   strength
[00:11:42.650 --> 00:11:42.810]   and
[00:11:42.810 --> 00:11:43.310]   resolve
[00:11:43.310 --> 00:11:44.510]  .
[00:11:44.510 --> 00:11:44.720]   That
[00:11:44.720 --> 00:11:45.640]   seems
[00:11:45.640 --> 00:11:46.120]   like
[00:11:46.120 --> 00:11:47.030]   ancient
[00:11:47.030 --> 00:11:47.930]   history
[00:11:47.930 --> 00:11:48.330]  .
[00:11:48.330 --> 00:11:49.070]   Right
[00:11:49.070 --> 00:11:49.370]   now
[00:11:49.370 --> 00:11:49.630]  ,
[00:11:49.630 --> 00:11:50.270]   our
[00:11:50.270 --> 00:11:51.190]   commander
[00:11:51.190 --> 00:11:51.440]   in
[00:11:51.440 --> 00:11:52.110]   chief
[00:11:52.110 --> 00:11:52.920]   is
[00:11:52.920 --> 00:11:53.400]   not
[00:11:53.400 --> 00:11:54.230]   in
[00:11:54.230 --> 00:11:55.010]   command
[00:11:55.010 --> 00:11:56.330]  .
[00:11:56.330 --> 00:11:56.560]   The
[00:11:56.560 --> 00:11:56.880]   free
[00:11:56.880 --> 00:11:57.450]   world
[00:11:57.450 --> 00:11:58.350]   deserves
[00:11:58.350 --> 00:11:59.040]   better
[00:11:59.040 --> 00:11:59.180]   than
[00:11:59.180 --> 00:11:59.600]   a
[00:11:59.600 --> 00:11:59.870]   d
[00:11:59.870 --> 00:12:00.620]  ithering
[00:12:00.620 --> 00:12:00.960]   and
[00:12:00.960 --> 00:12:02.100]   diminished
[00:12:02.100 --> 00:12:02.740]   leader
[00:12:02.740 --> 00:12:03.770]  .
[00:12:03.770 --> 00:12:04.400]   America
[00:12:04.400 --> 00:12:04.960]   deserves
[00:12:04.960 --> 00:12:04.960]  
[00:12:04.960 --> 00:12:05.600]   leaders
[00:12:05.600 --> 00:12:05.910]   who
[00:12:05.910 --> 00:12:07.120]   recognize
[00:12:07.120 --> 00:12:07.150]   that
[00:12:07.150 --> 00:12:07.720]   secure
[00:12:07.720 --> 00:12:08.390]   borders
[00:12:08.390 --> 00:12:08.830]  ,
[00:12:08.830 --> 00:12:09.150]   stable
[00:12:09.150 --> 00:12:09.740]   prices
[00:12:09.740 --> 00:12:09.930]  ,
[00:12:09.930 --> 00:12:10.790]   safe
[00:12:10.790 --> 00:12:11.720]   streets
[00:12:11.720 --> 00:12:12.490]   and
[00:12:12.490 --> 00:12:12.640]   a
[00:12:12.640 --> 00:12:13.120]   strong
[00:12:13.120 --> 00:12:14.520]   defense
[00:12:14.520 --> 00:12:14.530]   are
[00:12:14.530 --> 00:12:15.660]   actually
[00:12:15.660 --> 00:12:16.140]   the
[00:12:16.140 --> 00:12:16.920]   corner
[00:12:16.920 --> 00:12:17.750]  stones
[00:12:17.750 --> 00:12:18.040]   of
[00:12:18.040 --> 00:12:18.180]   a
[00:12:18.180 --> 00:12:18.880]   great
[00:12:18.880 --> 00:12:19.630]   nation
[00:12:19.630 --> 00:12:20.200]  .
[00:12:20.200 --> 00:12:21.100]   Just
[00:12:21.100 --> 00:12:21.520]   ask
[00:12:21.520 --> 00:12:21.930]   yourself
[00:12:21.930 --> 00:12:22.950]  ,
[00:12:22.950 --> 00:12:22.960]   are
[00:12:22.960 --> 00:12:23.240]   you
[00:12:23.240 --> 00:12:24.140]   better
[00:12:24.140 --> 00:12:24.740]   off
[00:12:24.740 --> 00:12:25.040]   now
[00:12:25.040 --> 00:12:25.770]   than
[00:12:25.770 --> 00:12:26.090]   you
[00:12:26.090 --> 00:12:26.690]   were
[00:12:26.690 --> 00:12:27.330]   three
[00:12:27.330 --> 00:12:28.190]   years
[00:12:28.190 --> 00:12:28.640]   ago
[00:12:28.640 --> 00:12:29.120]  ?
[00:12:29.840 --> 00:12:29.840]  
[00:12:29.840 --> 00:12:30.720]   There
[00:12:30.720 --> 00:12:30.750]  's
[00:12:30.750 --> 00:12:30.970]   no
[00:12:30.970 --> 00:12:31.600]   doubt
[00:12:31.600 --> 00:12:31.790]   we
[00:12:31.790 --> 00:12:32.170]  're
[00:12:32.170 --> 00:12:32.600]   at
[00:12:32.600 --> 00:12:32.620]   a
[00:12:32.620 --> 00:12:33.230]   cross
[00:12:33.230 --> 00:12:34.190]  roads
[00:12:34.190 --> 00:12:34.290]   and
[00:12:34.290 --> 00:12:34.770]   it
[00:12:34.770 --> 00:12:35.120]   doesn
[00:12:35.120 --> 00:12:35.480]  't
[00:12:35.480 --> 00:12:36.130]   have
[00:12:36.130 --> 00:12:36.160]   to
[00:12:36.160 --> 00:12:36.400]   be
[00:12:36.400 --> 00:12:36.920]   this
[00:12:36.920 --> 00:12:37.260]   way
[00:12:37.260 --> 00:12:38.370]  .
[00:12:38.370 --> 00:12:38.760]   We
[00:12:38.760 --> 00:12:38.960]   all
[00:12:38.960 --> 00:12:39.790]   feel
[00:12:39.790 --> 00:12:40.220]   it
[00:12:40.220 --> 00:12:40.880]  .
[00:12:40.880 --> 00:12:41.560]   But
[00:12:41.560 --> 00:12:41.780]   here
[00:12:41.780 --> 00:12:41.930]  's
[00:12:41.930 --> 00:12:42.280]   the
[00:12:42.280 --> 00:12:42.480]   good
[00:12:42.480 --> 00:12:43.600]   news
[00:12:43.600 --> 00:12:43.670]  .
[00:12:43.670 --> 00:12:43.840]   We
[00:12:43.840 --> 00:12:44.080]  ,
[00:12:44.080 --> 00:12:44.610]   the
[00:12:44.610 --> 00:12:45.200]   people
[00:12:45.200 --> 00:12:45.700]  ,
[00:12:45.700 --> 00:12:45.740]   are
[00:12:45.740 --> 00:12:46.200]   still
[00:12:46.200 --> 00:12:46.390]   in
[00:12:46.390 --> 00:12:46.850]   the
[00:12:46.850 --> 00:12:47.300]   driver
[00:12:47.300 --> 00:12:47.510]  's
[00:12:47.510 --> 00:12:47.680]   seat
[00:12:47.680 --> 00:12:47.800]  .
[00:12:47.800 --> 00:12:48.000]   We
[00:12:48.000 --> 00:12:48.440]   get
[00:12:48.440 --> 00:12:48.640]   to
[00:12:48.640 --> 00:12:49.240]   decide
[00:12:49.240 --> 00:12:49.930]   whether
[00:12:49.930 --> 00:12:50.260]   our
[00:12:50.260 --> 00:12:50.890]   future
[00:12:50.890 --> 00:12:51.310]   will
[00:12:51.310 --> 00:12:51.730]   grow
[00:12:51.730 --> 00:12:52.860]   brighter
[00:12:52.860 --> 00:12:52.880]   or
[00:12:52.880 --> 00:12:53.270]   whether
[00:12:53.270 --> 00:12:53.380]   we
[00:12:53.380 --> 00:12:53.560]  'll
[00:12:53.560 --> 00:12:54.000]   settle
[00:12:54.000 --> 00:12:54.000]  
[00:12:54.000 --> 00:12:54.490]   for
[00:12:54.490 --> 00:12:54.660]   an
[00:12:54.660 --> 00:12:55.700]   America
[00:12:55.700 --> 00:12:55.850]   in
[00:12:55.850 --> 00:12:56.750]   decline
[00:12:56.750 --> 00:12:57.180]  .
[00:12:57.180 --> 00:12:57.710]   Well
[00:12:57.710 --> 00:12:57.970]  ,
[00:12:57.970 --> 00:12:58.510]   I
[00:12:58.510 --> 00:12:58.630]   know
[00:12:58.630 --> 00:12:59.630]   which
[00:12:59.630 --> 00:13:00.100]   choice
[00:13:00.100 --> 00:13:00.580]   our
[00:13:00.580 --> 00:13:01.640]   children
[00:13:01.640 --> 00:13:03.130]   deserve
[00:13:03.130 --> 00:13:03.140]   and
[00:13:03.140 --> 00:13:03.320]   I
[00:13:03.320 --> 00:13:03.630]   know
[00:13:03.630 --> 00:13:03.850]   the
[00:13:03.850 --> 00:13:04.330]   choice
[00:13:04.330 --> 00:13:04.550]   the
[00:13:04.550 --> 00:13:05.330]   Republican
[00:13:05.330 --> 00:13:05.720]   Party
[00:13:05.720 --> 00:13:05.890]   is
[00:13:05.890 --> 00:13:06.590]   fighting
[00:13:06.590 --> 00:13:06.720]   for
[00:13:06.720 --> 00:13:06.830]  .
[00:13:06.830 --> 00:13:07.700]   We
[00:13:07.700 --> 00:13:07.750]   are
[00:13:07.750 --> 00:13:08.120]   the
[00:13:08.120 --> 00:13:08.820]   party
[00:13:08.820 --> 00:13:09.120]   of
[00:13:09.120 --> 00:13:09.720]   hard
[00:13:09.720 --> 00:13:10.540]   working
[00:13:10.540 --> 00:13:11.360]   parents
[00:13:11.360 --> 00:13:11.880]   and
[00:13:11.880 --> 00:13:12.650]   families
[00:13:12.650 --> 00:13:12.990]   and
[00:13:12.990 --> 00:13:13.660]   we
[00:13:13.660 --> 00:13:13.700]   want
[00:13:13.700 --> 00:13:13.930]   to
[00:13:13.930 --> 00:13:14.420]   give
[00:13:14.420 --> 00:13:14.770]   you
[00:13:14.770 --> 00:13:15.100]   and
[00:13:15.100 --> 00:13:15.670]   your
[00:13:15.670 --> 00:13:16.560]   children
[00:13:16.560 --> 00:13:17.080]   the
